,Algorithm,CandidatesNum,GroupsNumber,GroupMembers,Result
796,2,30,5,3,5.4
797,2,30,5,4,7.4
798,2,30,5,5,9.0
799,2,30,5,6,11.6
800,2,30,6,2,3.7
801,2,30,6,3,5.6
802,2,30,6,4,8.1
803,2,30,6,5,10.1
804,2,30,6,6,11.6
805,2,30,7,2,3.7
806,2,30,7,3,6.4
807,2,30,7,4,7.8
808,2,30,7,5,10.4
809,2,30,7,6,12.6
810,2,50,2,2,2.3
811,2,50,2,3,3.9
812,2,50,2,4,5.6
813,2,50,2,5,6.5
814,2,50,2,6,8.3
815,2,50,3,2,2.6
816,2,50,3,3,4.3
817,2,50,3,4,6.4
818,2,50,3,5,7.9
819,2,50,3,6,9.6
820,2,50,4,2,3.1
821,2,50,4,3,5.2
822,2,50,4,4,7.2
823,2,50,4,5,8.6
824,2,50,4,6,10.9
825,2,50,5,2,3.3
826,2,50,5,3,5.9
827,2,50,5,4,7.3
828,2,50,5,5,9.4
829,2,50,5,6,11.5
830,2,50,6,2,3.6
831,2,50,6,3,5.6
832,2,50,6,4,8.3
833,2,50,6,5,9.7
834,2,50,6,6,12.3
835,2,50,7,2,3.6
836,2,50,7,3,6.2
837,2,50,7,4,7.9
838,2,50,7,5,10.7
839,2,50,7,6,12.9
840,2,70,2,2,2.5
841,2,70,2,3,4.0
842,2,70,2,4,5.1
843,2,70,2,5,6.8
844,2,70,2,6,7.9
845,2,70,3,2,2.8
846,2,70,3,3,4.3
847,2,70,3,4,6.1
848,2,70,3,5,8.1
849,2,70,3,6,9.5
850,2,70,4,2,3.3
851,2,70,4,3,5.0
852,2,70,4,4,6.9
853,2,70,4,5,8.5
854,2,70,4,6,10.0
855,2,70,5,2,3.6
856,2,70,5,3,5.0
857,2,70,5,4,7.1
858,2,70,5,5,9.9
859,2,70,5,6,11.9
860,2,70,6,2,3.8
861,2,70,6,3,5.7
862,2,70,6,4,8.2
863,2,70,6,5,9.9
864,2,70,6,6,12.3
865,2,70,7,2,4.0
866,2,70,7,3,6.2
867,2,70,7,4,8.1
868,2,70,7,5,10.9
869,2,70,7,6,13.0
870,2,90,2,2,2.3
871,2,90,2,3,3.8
872,2,90,2,4,5.3
873,2,90,2,5,6.6
874,2,90,2,6,8.0
875,2,90,3,2,2.9
876,2,90,3,3,4.4
877,2,90,3,4,6.4
878,2,90,3,5,7.7
879,2,90,3,6,9.5
880,2,90,4,2,3.1
881,2,90,4,3,5.3
882,2,90,4,4,7.0
883,2,90,4,5,8.9
884,2,90,4,6,10.6
885,2,90,5,2,3.2
886,2,90,5,3,5.2
887,2,90,5,4,7.1
888,2,90,5,5,10.0
889,2,90,5,6,12.0
890,2,90,6,2,3.7
891,2,90,6,3,5.7
892,2,90,6,4,8.2
893,2,90,6,5,10.2
894,2,90,6,6,12.3
895,2,90,7,2,3.8
896,2,90,7,3,6.4
897,2,90,7,4,8.3
898,2,90,7,5,10.4
899,2,90,7,6,13.2
900,2,110,2,2,2.5
901,2,110,2,3,4.0
902,2,110,2,4,5.1
903,2,110,2,5,7.1
904,2,110,2,6,7.9
905,2,110,3,2,2.7
906,2,110,3,3,4.2
907,2,110,3,4,6.6
908,2,110,3,5,7.9
909,2,110,3,6,9.5
910,2,110,4,2,3.2
911,2,110,4,3,5.0
912,2,110,4,4,6.8
913,2,110,4,5,8.4
914,2,110,4,6,10.9
915,2,110,5,2,3.4
916,2,110,5,3,5.0
917,2,110,5,4,7.4
918,2,110,5,5,9.3
919,2,110,5,6,11.4
920,2,110,6,2,3.9
921,2,110,6,3,5.5
922,2,110,6,4,8.2
923,2,110,6,5,9.8
924,2,110,6,6,12.8
925,2,110,7,2,4.1
926,2,110,7,3,5.8
927,2,110,7,4,7.9
928,2,110,7,5,10.5
929,2,110,7,6,12.9
930,2,130,2,2,2.8
931,2,130,2,3,3.8
932,2,130,2,4,5.3
933,2,130,2,5,6.1
934,2,130,2,6,8.1
935,2,130,3,2,3.1
936,2,130,3,3,4.4
937,2,130,3,4,5.7
938,2,130,3,5,8.1
939,2,130,3,6,9.4
940,2,130,4,2,3.0
941,2,130,4,3,5.4
942,2,130,4,4,6.9
943,2,130,4,5,8.8
944,2,130,4,6,10.8
945,2,130,5,2,3.1
946,2,130,5,3,5.4
947,2,130,5,4,7.5
948,2,130,5,5,9.3
949,2,130,5,6,11.4
950,2,130,6,2,3.4
951,2,130,6,3,5.8
952,2,130,6,4,7.9
953,2,130,6,5,10.2
954,2,130,6,6,12.2
955,2,130,7,2,3.7
956,2,130,7,3,6.0
957,2,130,7,4,8.7
958,2,130,7,5,9.9
959,2,130,7,6,12.8
960,2,150,2,2,2.3
961,2,150,2,3,3.9
962,2,150,2,4,5.4
963,2,150,2,5,6.6
964,2,150,2,6,7.9
965,2,150,3,2,3.0
966,2,150,3,3,4.3
967,2,150,3,4,6.4
968,2,150,3,5,7.4
969,2,150,3,6,10.6
970,2,150,4,2,2.9
971,2,150,4,3,4.7
972,2,150,4,4,6.9
973,2,150,4,5,8.7
974,2,150,4,6,10.1
975,2,150,5,2,3.5
976,2,150,5,3,5.1
977,2,150,5,4,7.9
978,2,150,5,5,9.4
979,2,150,5,6,10.9
980,2,150,6,2,3.6
981,2,150,6,3,5.6
982,2,150,6,4,7.8
983,2,150,6,5,10.8
984,2,150,6,6,12.3
985,2,150,7,2,3.8
986,2,150,7,3,6.1
987,2,150,7,4,8.7
988,2,150,7,5,10.9
989,2,150,7,6,12.4
990,2,170,2,2,2.6
991,2,170,2,3,4.1
992,2,170,2,4,4.9
993,2,170,2,5,6.7
994,2,170,2,6,7.7
995,2,170,3,2,3.2
996,2,170,3,3,4.3
997,2,170,3,4,5.6
998,2,170,3,5,7.8
999,2,170,3,6,9.6
1000,2,170,4,2,3.4
1001,2,170,4,3,4.9
1002,2,170,4,4,7.5
1003,2,170,4,5,8.7
1004,2,170,4,6,10.5
1005,2,170,5,2,3.6
1006,2,170,5,3,5.6
1007,2,170,5,4,7.7
1008,2,170,5,5,8.9
1009,2,170,5,6,11.4
1010,2,170,6,2,4.0
1011,2,170,6,3,5.8
1012,2,170,6,4,7.8
1013,2,170,6,5,9.7
1014,2,170,6,6,12.2
1015,2,170,7,2,3.8
1016,2,170,7,3,6.1
1017,2,170,7,4,7.9
1018,2,170,7,5,10.4
1019,2,170,7,6,12.4
1020,2,190,2,2,2.4
1021,2,190,2,3,4.1
1022,2,190,2,4,5.4
1023,2,190,2,5,6.5
1024,2,190,2,6,7.9
1025,2,190,3,2,2.9
1026,2,190,3,3,4.3
1027,2,190,3,4,6.6
1028,2,190,3,5,7.6
1029,2,190,3,6,9.5
1030,2,190,4,2,3.3
1031,2,190,4,3,5.0
1032,2,190,4,4,7.1
1033,2,190,4,5,8.9
1034,2,190,4,6,10.6
1035,2,190,5,2,3.3
1036,2,190,5,3,5.0
1037,2,190,5,4,7.3
1038,2,190,5,5,9.5
1039,2,190,5,6,11.6
1040,2,190,6,2,3.8
1041,2,190,6,3,5.8
1042,2,190,6,4,7.7
1043,2,190,6,5,9.6
1044,2,190,6,6,12.3
1045,2,190,7,2,3.7
1046,2,190,7,3,6.4
1047,2,190,7,4,7.9
1048,2,190,7,5,10.7
1049,2,190,7,6,12.7
1050,2,210,2,2,2.2
1051,2,210,2,3,3.5
1052,2,210,2,4,5.1
1053,2,210,2,5,6.5
1054,2,210,2,6,8.3
1055,2,210,3,2,2.6
1056,2,210,3,3,4.6
1057,2,210,3,4,6.2
1058,2,210,3,5,7.8
1059,2,210,3,6,8.7
1060,2,210,4,2,3.0
1061,2,210,4,3,5.1
1062,2,210,4,4,6.5
1063,2,210,4,5,8.2
1064,2,210,4,6,10.6
1065,2,210,5,2,3.4
1066,2,210,5,3,5.3
1067,2,210,5,4,7.8
1068,2,210,5,5,9.4
1069,2,210,5,6,11.6
1070,2,210,6,2,3.5
1071,2,210,6,3,6.1
1072,2,210,6,4,8.0
1073,2,210,6,5,9.8
1074,2,210,6,6,12.5
1075,2,210,7,2,3.9
1076,2,210,7,3,6.2
1077,2,210,7,4,8.3
1078,2,210,7,5,9.9
1079,2,210,7,6,12.6
1080,2,230,2,2,2.7
1081,2,230,2,3,3.9
1082,2,230,2,4,5.7
1083,2,230,2,5,6.3
1084,2,230,2,6,8.3
1085,2,230,3,2,2.8
1086,2,230,3,3,4.5
1087,2,230,3,4,6.2
1088,2,230,3,5,7.6
1089,2,230,3,6,9.6
1090,2,230,4,2,3.3
1091,2,230,4,3,4.7
1092,2,230,4,4,7.0
1093,2,230,4,5,8.3
1094,2,230,4,6,10.2
1095,2,230,5,2,3.5
1096,2,230,5,3,5.7
1097,2,230,5,4,7.8
1098,2,230,5,5,9.3
1099,2,230,5,6,11.1
1100,2,230,6,2,3.5
1101,2,230,6,3,6.1
1102,2,230,6,4,7.5
1103,2,230,6,5,9.9
1104,2,230,6,6,11.9
1105,2,230,7,2,4.1
1106,2,230,7,3,5.8
1107,2,230,7,4,9.0
1108,2,230,7,5,10.2
1109,2,230,7,6,13.0
1110,2,250,2,2,2.7
1111,2,250,2,3,3.8
1112,2,250,2,4,5.6
1113,2,250,2,5,6.7
1114,2,250,2,6,8.2
1115,2,250,3,2,3.0
1116,2,250,3,3,4.6
1117,2,250,3,4,6.2
1118,2,250,3,5,7.9
1119,2,250,3,6,9.2
1120,2,250,4,2,3.5
1121,2,250,4,3,5.1
1122,2,250,4,4,6.9
1123,2,250,4,5,8.9
1124,2,250,4,6,10.1
1125,2,250,5,2,3.4
1126,2,250,5,3,5.4
1127,2,250,5,4,7.1
1128,2,250,5,5,9.4
1129,2,250,5,6,11.3
1130,2,250,6,2,3.3
1131,2,250,6,3,5.4
1132,2,250,6,4,8.2
1133,2,250,6,5,9.2
1134,2,250,6,6,11.7
1135,2,250,7,2,3.7
1136,2,250,7,3,6.4
1137,2,250,7,4,8.3
1138,2,250,7,5,10.6
1139,2,250,7,6,12.8
1140,2,270,2,2,2.3
1141,2,270,2,3,4.1
1142,2,270,2,4,5.3
1143,2,270,2,5,6.5
1144,2,270,2,6,7.9
1145,2,270,3,2,2.9
1146,2,270,3,3,4.8
1147,2,270,3,4,5.8
1148,2,270,3,5,7.8
1149,2,270,3,6,10.1
1150,2,270,4,2,3.1
1151,2,270,4,3,4.7
1152,2,270,4,4,6.7
1153,2,270,4,5,8.5
1154,2,270,4,6,10.9
1155,2,270,5,2,3.2
1156,2,270,5,3,5.7
1157,2,270,5,4,7.1
1158,2,270,5,5,9.7
1159,2,270,5,6,11.6
1160,2,270,6,2,3.6
1161,2,270,6,3,5.6
1162,2,270,6,4,7.4
1163,2,270,6,5,9.1
1164,2,270,6,6,12.2
1165,2,270,7,2,3.9
1166,2,270,7,3,6.1
1167,2,270,7,4,8.7
1168,2,270,7,5,11.0
1169,2,270,7,6,12.7
1170,2,290,2,2,2.4
1171,2,290,2,3,4.3
1172,2,290,2,4,5.3
1173,2,290,2,5,6.9
1174,2,290,2,6,7.8
1175,2,290,3,2,2.7
1176,2,290,3,3,4.5
1177,2,290,3,4,6.3
1178,2,290,3,5,7.8
1179,2,290,3,6,9.3
1180,2,290,4,2,3.4
1181,2,290,4,3,5.0
1182,2,290,4,4,6.7
1183,2,290,4,5,8.1
1184,2,290,4,6,10.8
1185,2,290,5,2,3.9
1186,2,290,5,3,5.4
1187,2,290,5,4,7.2
1188,2,290,5,5,9.5
1189,2,290,5,6,10.9
1190,2,290,6,2,3.6
1191,2,290,6,3,6.4
1192,2,290,6,4,7.8
1193,2,290,6,5,10.0
1194,2,290,6,6,12.5
1195,2,290,7,2,4.0
1196,2,290,7,3,6.3
1197,2,290,7,4,8.6
1198,2,290,7,5,10.1
1199,2,290,7,6,13.0
1200,2,310,2,2,2.7
1201,2,310,2,3,4.0
1202,2,310,2,4,5.4
1203,2,310,2,5,6.4
1204,2,310,2,6,7.9
1205,2,310,3,2,3.1
1206,2,310,3,3,4.9
1207,2,310,3,4,6.3
1208,2,310,3,5,8.1
1209,2,310,3,6,9.4
1210,2,310,4,2,3.6
1211,2,310,4,3,4.6
1212,2,310,4,4,7.0
1213,2,310,4,5,8.6
1214,2,310,4,6,10.5
1215,2,310,5,2,3.5
1216,2,310,5,3,5.7
1217,2,310,5,4,7.1
1218,2,310,5,5,9.4
1219,2,310,5,6,11.3
1220,2,310,6,2,3.5
1221,2,310,6,3,5.7
1222,2,310,6,4,7.9
1223,2,310,6,5,10.2
1224,2,310,6,6,12.2
1225,2,310,7,2,3.7
1226,2,310,7,3,6.1
1227,2,310,7,4,9.2
1228,2,310,7,5,10.1
1229,2,310,7,6,12.3
1230,2,330,2,2,2.8
1231,2,330,2,3,3.9
1232,2,330,2,4,5.5
1233,2,330,2,5,6.4
1234,2,330,2,6,7.8
1235,2,330,3,2,2.9
1236,2,330,3,3,4.3
1237,2,330,3,4,5.9
1238,2,330,3,5,7.6
1239,2,330,3,6,9.6
1240,2,330,4,2,3.1
1241,2,330,4,3,5.2
1242,2,330,4,4,6.5
1243,2,330,4,5,8.9
1244,2,330,4,6,10.7
1245,2,330,5,2,3.3
1246,2,330,5,3,5.6
1247,2,330,5,4,7.1
1248,2,330,5,5,9.6
1249,2,330,5,6,11.0
1250,2,330,6,2,3.8
1251,2,330,6,3,5.7
1252,2,330,6,4,7.8
1253,2,330,6,5,10.7
1254,2,330,6,6,12.4
1255,2,330,7,2,3.8
1256,2,330,7,3,5.9
1257,2,330,7,4,8.3
1258,2,330,7,5,10.8
1259,2,330,7,6,13.1
1260,2,350,2,2,2.8
1261,2,350,2,3,3.6
1262,2,350,2,4,5.1
1263,2,350,2,5,6.5
1264,2,350,2,6,8.1
1265,2,350,3,2,2.8
1266,2,350,3,3,4.3
1267,2,350,3,4,6.4
1268,2,350,3,5,8.0
1269,2,350,3,6,9.5
1270,2,350,4,2,3.1
1271,2,350,4,3,4.9
1272,2,350,4,4,7.2
1273,2,350,4,5,8.8
1274,2,350,4,6,10.6
1275,2,350,5,2,2.9
1276,2,350,5,3,5.3
1277,2,350,5,4,7.4
1278,2,350,5,5,9.7
1279,2,350,5,6,11.2
1280,2,350,6,2,3.6
1281,2,350,6,3,6.1
1282,2,350,6,4,7.8
1283,2,350,6,5,10.0
1284,2,350,6,6,11.6
1285,2,350,7,2,3.8
1286,2,350,7,3,5.9
1287,2,350,7,4,8.1
1288,2,350,7,5,10.3
1289,2,350,7,6,12.6
1290,2,370,2,2,2.3
1291,2,370,2,3,3.7
1292,2,370,2,4,4.9
1293,2,370,2,5,6.5
1294,2,370,2,6,7.7
1295,2,370,3,2,3.1
1296,2,370,3,3,4.5
1297,2,370,3,4,6.6
1298,2,370,3,5,7.9
1299,2,370,3,6,9.0
1300,2,370,4,2,3.2
1301,2,370,4,3,5.3
1302,2,370,4,4,7.4
1303,2,370,4,5,8.7
1304,2,370,4,6,10.7
1305,2,370,5,2,3.3
1306,2,370,5,3,5.4
1307,2,370,5,4,7.4
1308,2,370,5,5,9.1
1309,2,370,5,6,11.8
1310,2,370,6,2,3.7
1311,2,370,6,3,6.0
1312,2,370,6,4,8.1
1313,2,370,6,5,10.5
1314,2,370,6,6,11.7
1315,2,370,7,2,3.6
1316,2,370,7,3,6.7
1317,2,370,7,4,8.5
1318,2,370,7,5,10.1
1319,2,370,7,6,12.8
1320,2,390,2,2,2.2
1321,2,390,2,3,4.0
1322,2,390,2,4,5.7
1323,2,390,2,5,6.7
1324,2,390,2,6,8.2
1325,2,390,3,2,3.0
1326,2,390,3,3,4.8
1327,2,390,3,4,6.2
1328,2,390,3,5,7.8
1329,2,390,3,6,9.7
1330,2,390,4,2,3.2
1331,2,390,4,3,4.8
1332,2,390,4,4,6.5
1333,2,390,4,5,8.5
1334,2,390,4,6,10.5
1335,2,390,5,2,3.3
1336,2,390,5,3,5.1
1337,2,390,5,4,7.0
1338,2,390,5,5,9.4
1339,2,390,5,6,11.1
1340,2,390,6,2,3.6
1341,2,390,6,3,5.3
1342,2,390,6,4,8.1
1343,2,390,6,5,10.2
1344,2,390,6,6,11.9
1345,2,390,7,2,3.7
1346,2,390,7,3,6.5
1347,2,390,7,4,8.4
1348,2,390,7,5,10.3
1349,2,390,7,6,12.8
1350,2,410,2,2,2.8
1351,2,410,2,3,4.1
1352,2,410,2,4,5.3
1353,2,410,2,5,6.3
1354,2,410,2,6,7.7
1355,2,410,3,2,3.0
1356,2,410,3,3,4.6
1357,2,410,3,4,6.0
1358,2,410,3,5,7.6
1359,2,410,3,6,9.7
1360,2,410,4,2,3.4
1361,2,410,4,3,4.9
1362,2,410,4,4,6.5
1363,2,410,4,5,9.1
1364,2,410,4,6,11.0
1365,2,410,5,2,3.3
1366,2,410,5,3,5.6
1367,2,410,5,4,7.9
1368,2,410,5,5,9.0
1369,2,410,5,6,11.3
1370,2,410,6,2,3.1
1371,2,410,6,3,5.5
1372,2,410,6,4,8.2
1373,2,410,6,5,9.9
1374,2,410,6,6,12.6
1375,2,410,7,2,3.7
1376,2,410,7,3,5.8
1377,2,410,7,4,8.4
1378,2,410,7,5,10.5
1379,2,410,7,6,12.4
1380,2,430,2,2,2.6
1381,2,430,2,3,3.4
1382,2,430,2,4,5.2
1383,2,430,2,5,6.9
1384,2,430,2,6,8.1
1385,2,430,3,2,2.7
1386,2,430,3,3,4.7
1387,2,430,3,4,6.0
1388,2,430,3,5,7.4
1389,2,430,3,6,9.4
1390,2,430,4,2,3.1
1391,2,430,4,3,5.0
1392,2,430,4,4,6.8
1393,2,430,4,5,8.4
1394,2,430,4,6,10.6
1395,2,430,5,2,3.6
1396,2,430,5,3,5.5
1397,2,430,5,4,7.3
1398,2,430,5,5,10.0
1399,2,430,5,6,11.4
1400,2,430,6,2,3.3
1401,2,430,6,3,5.6
1402,2,430,6,4,8.2
1403,2,430,6,5,9.8
1404,2,430,6,6,12.7
1405,2,430,7,2,3.6
1406,2,430,7,3,6.1
1407,2,430,7,4,8.6
1408,2,430,7,5,10.4
1409,2,430,7,6,13.6
1410,2,450,2,2,2.7
1411,2,450,2,3,3.9
1412,2,450,2,4,4.9
1413,2,450,2,5,6.9
1414,2,450,2,6,7.9
1415,2,450,3,2,2.9
1416,2,450,3,3,4.6
1417,2,450,3,4,6.2
1418,2,450,3,5,7.8
1419,2,450,3,6,9.8
1420,2,450,4,2,3.2
1421,2,450,4,3,5.3
1422,2,450,4,4,7.0
1423,2,450,4,5,8.7
1424,2,450,4,6,10.3
1425,2,450,5,2,3.5
1426,2,450,5,3,5.3
1427,2,450,5,4,7.4
1428,2,450,5,5,9.4
1429,2,450,5,6,11.9
1430,2,450,6,2,3.8
1431,2,450,6,3,5.8
1432,2,450,6,4,8.0
1433,2,450,6,5,10.2
1434,2,450,6,6,11.8
1435,2,450,7,2,4.0
1436,2,450,7,3,5.5
1437,2,450,7,4,8.8
1438,2,450,7,5,10.8
1439,2,450,7,6,13.6
1440,2,470,2,2,2.5
1441,2,470,2,3,3.9
1442,2,470,2,4,5.7
1443,2,470,2,5,6.5
1444,2,470,2,6,7.9
1445,2,470,3,2,3.0
1446,2,470,3,3,4.7
1447,2,470,3,4,6.6
1448,2,470,3,5,7.5
1449,2,470,3,6,10.0
1450,2,470,4,2,3.1
1451,2,470,4,3,5.2
1452,2,470,4,4,6.5
1453,2,470,4,5,8.4
1454,2,470,4,6,10.5
1455,2,470,5,2,3.5
1456,2,470,5,3,5.4
1457,2,470,5,4,7.2
1458,2,470,5,5,9.0
1459,2,470,5,6,11.1
1460,2,470,6,2,4.0
1461,2,470,6,3,6.5
1462,2,470,6,4,7.8
1463,2,470,6,5,10.5
1464,2,470,6,6,12.3
1465,2,470,7,2,3.8
1466,2,470,7,3,6.0
1467,2,470,7,4,8.5
1468,2,470,7,5,10.6
1469,2,470,7,6,13.0
1470,2,490,2,2,2.5
1471,2,490,2,3,3.9
1472,2,490,2,4,5.4
1473,2,490,2,5,6.9
1474,2,490,2,6,7.7
1475,2,490,3,2,2.7
1476,2,490,3,3,4.7
1477,2,490,3,4,6.5
1478,2,490,3,5,7.7
1479,2,490,3,6,9.7
1480,2,490,4,2,3.0
1481,2,490,4,3,5.3
1482,2,490,4,4,6.8
1483,2,490,4,5,8.8
1484,2,490,4,6,10.4
1485,2,490,5,2,3.4
1486,2,490,5,3,5.4
1487,2,490,5,4,7.5
1488,2,490,5,5,9.3
1489,2,490,5,6,11.5
1490,2,490,6,2,3.7
1491,2,490,6,3,5.7
1492,2,490,6,4,7.7
1493,2,490,6,5,10.1
1494,2,490,6,6,12.8
1495,2,490,7,2,3.7
1496,2,490,7,3,6.1
1497,2,490,7,4,8.4
1498,2,490,7,5,10.9
1499,2,490,7,6,13.1
1500,3,10,2,2,2.7
1501,3,10,2,3,4.6
1502,3,10,2,4,5.2
1503,3,10,2,5,7.0
1504,3,10,2,6,8.3
1505,3,10,3,2,3.3
1506,3,10,3,3,5.3
1507,3,10,3,4,6.1
1508,3,10,3,5,8.2
1509,3,10,3,6,8.3
1510,3,10,4,2,3.6
1511,3,10,4,3,5.3
1512,3,10,4,4,7.8
1513,3,10,4,5,8.3
1514,3,10,4,6,9.5
1515,3,10,5,2,3.9
1516,3,10,5,3,6.1
1517,3,10,5,4,7.2
1518,3,10,5,5,9.3
1519,3,10,5,6,9.4
1520,3,10,6,2,4.4
1521,3,10,6,3,6.6
1522,3,10,6,4,8.3
1523,3,10,6,5,9.0
1524,3,10,6,6,9.8
1525,3,10,7,2,4.0
1526,3,10,7,3,6.9
1527,3,10,7,4,8.3
1528,3,10,7,5,8.9
1529,3,10,7,6,9.7
1530,3,30,2,2,2.7
1531,3,30,2,3,4.2
1532,3,30,2,4,5.6
1533,3,30,2,5,7.2
1534,3,30,2,6,8.8
1535,3,30,3,2,3.0
1536,3,30,3,3,4.7
1537,3,30,3,4,6.8
1538,3,30,3,5,8.0
1539,3,30,3,6,11.0
1540,3,30,4,2,3.4
1541,3,30,4,3,5.7
1542,3,30,4,4,7.6
1543,3,30,4,5,9.5
1544,3,30,4,6,12.4
1545,3,30,5,2,3.5
1546,3,30,5,3,6.5
1547,3,30,5,4,8.2
1548,3,30,5,5,11.8
